Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
PARC GREENWICH,"1,314,000","1,001.05","1,313",11 Oct 2021,41 FERNVALE LANE #13-22,New Sale,Strata,93,"14,129",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797355,28,79,North East Region,Sengkang
PARC GREENWICH,"1,355,000","1,065.64","1,272",11 Oct 2021,41 FERNVALE LANE #01-23,New Sale,Strata,99,"13,687",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797355,28,79,North East Region,Sengkang
PARC GREENWICH,"1,355,000","1,065.64","1,272",11 Oct 2021,41 FERNVALE LANE #02-23,New Sale,Strata,99,"13,687",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797355,28,79,North East Region,Sengkang
PARC GREENWICH,"1,268,000","1,173.28","1,081",11 Oct 2021,43 FERNVALE LANE #14-25,New Sale,Strata,109,"11,633",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797356,28,79,North East Region,Sengkang
PARC GREENWICH,"1,227,000","1,001.05","1,226",11 Oct 2021,43 FERNVALE LANE #10-26,New Sale,Strata,93,"13,194",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797356,28,79,North East Region,Sengkang
PARC GREENWICH,"1,206,000","1,001.05","1,205",11 Oct 2021,43 FERNVALE LANE #13-26,New Sale,Strata,93,"12,968",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797356,28,79,North East Region,Sengkang
PARC GREENWICH,"1,509,000","1,280.92","1,178",11 Oct 2021,43 FERNVALE LANE #14-27,New Sale,Strata,119,"12,681",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797356,28,79,North East Region,Sengkang
PARC GREENWICH,"1,334,000","1,065.64","1,252",11 Oct 2021,43 FERNVALE LANE #02-27,New Sale,Strata,99,"13,475",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797356,28,79,North East Region,Sengkang
PARC GREENWICH,"1,235,000","1,001.05","1,234",11 Oct 2021,43 FERNVALE LANE #05-28,New Sale,Strata,93,"13,280",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797356,28,79,North East Region,Sengkang
PARC GREENWICH,"1,328,000","1,140.98","1,164",11 Oct 2021,43 FERNVALE LANE #14-28,New Sale,Strata,106,"12,528",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797356,28,79,North East Region,Sengkang
PARC GREENWICH,"1,232,000","1,001.05","1,231",11 Oct 2021,45 FERNVALE LANE #11-29,New Sale,Strata,93,"13,247",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797357,28,79,North East Region,Sengkang
PARC GREENWICH,"1,238,000","1,001.05","1,237",11 Oct 2021,45 FERNVALE LANE #12-29,New Sale,Strata,93,"13,312",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797357,28,79,North East Region,Sengkang
PARC GREENWICH,"1,317,000","1,216.33","1,083",11 Oct 2021,45 FERNVALE LANE #14-30,New Sale,Strata,113,"11,655",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797357,28,79,North East Region,Sengkang
PARC GREENWICH,"1,238,000","1,001.05","1,237",11 Oct 2021,45 FERNVALE LANE #12-30,New Sale,Strata,93,"13,312",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797357,28,79,North East Region,Sengkang
PARC GREENWICH,"1,334,000","1,065.64","1,252",11 Oct 2021,45 FERNVALE LANE #02-31,New Sale,Strata,99,"13,475",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797357,28,79,North East Region,Sengkang
PARC GREENWICH,"1,334,000","1,065.64","1,252",11 Oct 2021,45 FERNVALE LANE #01-31,New Sale,Strata,99,"13,475",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797357,28,79,North East Region,Sengkang
PARC GREENWICH,"1,509,000","1,280.92","1,178",11 Oct 2021,45 FERNVALE LANE #14-31,New Sale,Strata,119,"12,681",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797357,28,79,North East Region,Sengkang
PARC GREENWICH,"1,275,000","1,001.05","1,274",11 Oct 2021,45 FERNVALE LANE #08-32,New Sale,Strata,93,"13,710",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797357,28,79,North East Region,Sengkang
PARC GREENWICH,"1,247,000","1,001.05","1,246",11 Oct 2021,45 FERNVALE LANE #03-32,New Sale,Strata,93,"13,409",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797357,28,79,North East Region,Sengkang
PARC GREENWICH,"1,320,000","1,001.05","1,319",11 Oct 2021,45 FERNVALE LANE #09-32,New Sale,Strata,93,"14,194",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797357,28,79,North East Region,Sengkang
PARC GREENWICH,"1,330,000","1,001.05","1,329",11 Oct 2021,45 FERNVALE LANE #11-32,New Sale,Strata,93,"14,301",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797357,28,79,North East Region,Sengkang
PARC GREENWICH,"1,341,000","1,001.05","1,340",11 Oct 2021,45 FERNVALE LANE #13-32,New Sale,Strata,93,"14,419",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797357,28,79,North East Region,Sengkang
PARC GREENWICH,"1,252,000","1,001.05","1,251",11 Oct 2021,45 FERNVALE LANE #04-32,New Sale,Strata,93,"13,462",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797357,28,79,North East Region,Sengkang
PARC GREENWICH,"1,286,000","1,001.05","1,285",11 Oct 2021,45 FERNVALE LANE #10-32,New Sale,Strata,93,"13,828",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797357,28,79,North East Region,Sengkang
PARC GREENWICH,"1,203,000","1,001.05","1,202",11 Oct 2021,47 FERNVALE LANE #06-33,New Sale,Strata,93,"12,935",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797358,28,79,North East Region,Sengkang
PARC GREENWICH,"1,208,000","1,001.05","1,207",11 Oct 2021,47 FERNVALE LANE #07-33,New Sale,Strata,93,"12,989",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797358,28,79,North East Region,Sengkang
PARC GREENWICH,"1,208,000","1,001.05","1,207",11 Oct 2021,47 FERNVALE LANE #07-34,New Sale,Strata,93,"12,989",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797358,28,79,North East Region,Sengkang
PARC GREENWICH,"1,186,000","1,001.05","1,185",11 Oct 2021,47 FERNVALE LANE #09-34,New Sale,Strata,93,"12,753",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797358,28,79,North East Region,Sengkang
PARC GREENWICH,"1,344,000","1,065.64","1,261",11 Oct 2021,47 FERNVALE LANE #02-35,New Sale,Strata,99,"13,576",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797358,28,79,North East Region,Sengkang
PARC GREENWICH,"1,308,000","1,001.05","1,307",11 Oct 2021,47 FERNVALE LANE #05-36,New Sale,Strata,93,"14,065",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797358,28,79,North East Region,Sengkang
PARC GREENWICH,"1,264,000","1,001.05","1,263",11 Oct 2021,47 FERNVALE LANE #04-36,New Sale,Strata,93,"13,591",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797358,28,79,North East Region,Sengkang
PARC GREENWICH,"1,303,000","1,001.05","1,302",11 Oct 2021,47 FERNVALE LANE #11-36,New Sale,Strata,93,"14,011",-,Executive Condominium,1,99 yrs from 08/06/2020,Uncompleted,N.A,797358,28,79,North East Region,Sengkang
BAYSHORE PARK,"2,330,000","2,195.86","1,061",11 Oct 2021,62 BAYSHORE ROAD #24-03,Resale,Strata,204,"11,422",-,Condominium,1,99 yrs from 17/03/1982,1986,HDB,469983,16,46,East Region,Bedok
ECO,"815,000",592.02,"1,377",11 Oct 2021,283 BEDOK SOUTH AVENUE 3 #12-45,Resale,Strata,55,"14,818",-,Condominium,1,99 yrs from 14/05/2012,2017,Private,465460,16,46,East Region,Bedok
N.A.,"3,018,000","2,500.48","1,207",11 Oct 2021,28 BEDOK WALK,Resale,Land,232.3,"12,992",-,Terrace House,1,Freehold,-,Private,469129,16,46,East Region,Bedok
COMMONWEALTH TOWERS,"910,000",462.85,"1,966",11 Oct 2021,232 COMMONWEALTH AVENUE #33-22,Resale,Strata,43,"21,163",-,Condominium,1,99 yrs from 07/05/2013,2017,Private,149740,03,14,Central Region,Queenstown
HILLVIEW HEIGHTS,"1,800,000","1,431.61","1,257",11 Oct 2021,29A HILLVIEW AVENUE #03-09,Resale,Strata,133,"13,534",-,Condominium,1,Freehold,1996,Private,669562,23,66,West Region,Bukit Batok
THE MINTON,"1,750,000","1,883.7",929,11 Oct 2021,6A HOUGANG STREET 11 #01-14,Resale,Strata,175,"10,000",-,Condominium,1,99 yrs from 27/07/2007,2013,Private,538756,19,53,North East Region,Hougang
N.A.,"2,280,000","1,765.3","1,292",11 Oct 2021,4 INGGU ROAD,Resale,Land,164,"13,902",-,Terrace House,1,99 yrs from 21/07/2008,2011,Private,757374,27,75,North Region,Sembawang
THE TENERIFFE,"3,000,000","3,358.37",893,11 Oct 2021,144 LAUREL WOOD AVENUE,Resale,Strata,312,"9,615",-,Terrace House,1,99 yrs from 07/09/1996,2003,Private,275855,10,27,Central Region,Bukit Timah
ASTORIA PARK,"1,250,000","1,194.8","1,046",11 Oct 2021,32 LORONG MYDIN #09-02,Resale,Strata,111,"11,261",-,Condominium,1,99 yrs from 01/05/1993,1995,HDB,416826,14,41,East Region,Bedok
THE SEAFRONT ON MEYER,"3,000,000","1,603.84","1,871",11 Oct 2021,59 MEYER ROAD #05-14,Resale,Strata,149,"20,134",-,Condominium,1,Freehold,2010,Private,437880,15,43,Central Region,Marine Parade
SHAMROCK PARK,"6,388,880","2,487.56","2,568",11 Oct 2021,77 NAMLY PLACE,Resale,Land,231.1,"27,646",-,Terrace House,1,Freehold,-,Private,267228,10,26,Central Region,Bukit Timah
RIVERSOUND RESIDENCE,"1,210,000","1,065.64","1,135",11 Oct 2021,9A SENGKANG EAST AVENUE #16-32,Resale,Strata,99,"12,222",-,Condominium,1,99 yrs from 26/08/2011,2015,Private,544743,19,54,North East Region,Sengkang
SEASTRAND,"645,000",592.02,"1,089",11 Oct 2021,15 PASIR RIS LINK #08-35,Resale,Strata,55,"11,727",-,Condominium,1,99 yrs from 03/01/2011,2014,HDB,518182,18,51,East Region,Pasir Ris
6 DERBYSHIRE,"2,190,000","1,011.82","2,164",11 Oct 2021,6 DERBYSHIRE ROAD #23-01,Resale,Strata,94,"23,298",-,Condominium,1,Freehold,2017,Private,309462,11,30,Central Region,Novena
RIVER PLACE,"1,650,000","1,054.87","1,564",11 Oct 2021,60 HAVELOCK ROAD #04-06,Resale,Strata,98,"16,837",-,Condominium,1,99 yrs from 07/11/1995,2000,Private,169658,03,16,Central Region,Singapore River
KECHUBONG TERRACE,"4,900,000","4,175.36","1,174",12 Oct 2021,101 GERALD DRIVE,Resale,Land,387.9,"12,632",-,Semi-Detached House,1,999 yrs from 01/01/1879,1997,Private,799033,28,79,North East Region,Hougang
HAZEL PARK CONDOMINIUM,"1,860,000","1,377.79","1,350",12 Oct 2021,21 HAZEL PARK TERRACE #13-06,Resale,Strata,128,"14,531",-,Condominium,1,999 yrs from 25/09/1882,2000,Private,678946,23,67,West Region,Bukit Panjang
OASIS GARDEN,"1,653,000","1,216.33","1,359",12 Oct 2021,55 JALAN BUNGA RAMPAI #14-08,Resale,Strata,113,"14,628",-,Condominium,1,Freehold,2009,Private,538422,19,53,Central Region,Toa Payoh
SKIES MILTONIA,"785,000",721.19,"1,088",12 Oct 2021,31 MILTONIA CLOSE #10-21,Resale,Strata,67,"11,716",-,Condominium,1,99 yrs from 20/02/2012,2016,HDB,768063,27,76,North Region,Yishun
BARTLEY RIDGE,"1,690,000","1,173.28","1,440",12 Oct 2021,42 MOUNT VERNON ROAD #03-34,Resale,Strata,109,"15,505",-,Condominium,1,99 yrs from 16/04/2012,2016,Private,368061,13,36,Central Region,Toa Payoh
RIPPLE BAY,"815,000",785.77,"1,037",12 Oct 2021,10 PASIR RIS LINK #04-41,Resale,Strata,73,"11,164",-,Condominium,1,99 yrs from 10/08/2011,2015,HDB,518163,18,51,East Region,Pasir Ris
A TREASURE TROVE,"900,000",775.01,"1,161",12 Oct 2021,68 PUNGGOL WALK #04-37,Resale,Strata,72,"12,500",-,Condominium,1,99 yrs from 09/03/2011,2015,HDB,828784,19,82,North East Region,Punggol
SIMS MEADOWS,"1,100,000","1,076.4","1,022",12 Oct 2021,8 LORONG 33 GEYLANG #03-01,Resale,Strata,100,"11,000",-,Apartment,1,Freehold,2002,Private,387977,14,38,Central Region,Geylang
JARDIN,"3,000,000","1,689.95","1,775",12 Oct 2021,966 DUNEARN ROAD #03-07,Resale,Strata,157,"19,108",-,Condominium,1,Freehold,2012,Private,589488,21,58,Central Region,Bukit Timah
RIS GRANDEUR,"1,600,000","1,539.25","1,039",12 Oct 2021,25 ELIAS ROAD #09-11,Resale,Strata,143,"11,189",-,Condominium,1,Freehold,2005,Private,519931,18,51,East Region,Pasir Ris
ALTEZ,"1,800,000",828.83,"2,172",12 Oct 2021,16 ENGGOR STREET #28-03,Resale,Strata,77,"23,377",-,Apartment,1,99 yrs from 06/02/2008,2014,Private,079717,02,07,Central Region,Downtown Core
SOMMERVILLE PARK,"2,400,000","1,302.44","1,843",12 Oct 2021,75 FARRER DRIVE #14-02,Resale,Strata,121,"19,835",-,Condominium,1,Freehold,1985,Private,259281,10,25,Central Region,Tanglin
LUSH ACRES,"1,060,000","1,054.87","1,005",12 Oct 2021,3 FERNVALE CLOSE #04-05,Resale,Strata,98,"10,816",-,Executive Condominium,1,99 yrs from 13/02/2013,2016,Private,797486,28,79,North East Region,Sengkang
HIGH PARK RESIDENCES,"878,000",667.37,"1,316",12 Oct 2021,21 FERNVALE ROAD #18-08,Resale,Strata,62,"14,161",-,Apartment,1,99 yrs from 05/11/2014,2019,Private,797637,28,79,North East Region,Sengkang
PALM ISLES,"1,318,000","1,323.97",995,12 Oct 2021,32 FLORA DRIVE #02-16,Resale,Strata,123,"10,715",-,Condominium,1,99 yrs from 14/09/2011,2015,Private,506892,17,50,East Region,Pasir Ris
EDELWEISS PARK CONDOMINIUM,"2,030,000","2,691",754,12 Oct 2021,82 FLORA ROAD #08-12,Resale,Strata,250,"8,120",-,Condominium,1,Freehold,2006,Private,507000,17,50,East Region,Pasir Ris
SPOTTISWOODE PARK,"868,000",850.36,"1,021",12 Oct 2021,101 SPOTTISWOODE PARK ROAD #18-92,Resale,Strata,79,"10,987",-,Apartment,1,93 yrs from 06/11/1979,-,HDB,080101,02,08,Central Region,Bukit Merah
IDYLLIC EAST,"1,300,000",979.52,"1,327",12 Oct 2021,576 UPPER EAST COAST ROAD #02-02,Resale,Strata,91,"14,286",-,Apartment,1,Freehold,2010,Private,466588,16,46,East Region,Bedok
ST REGIS RESIDENCES SINGAPORE,"8,000,000","2,755.58","2,903",12 Oct 2021,33 TANGLIN ROAD #16-09,Resale,Strata,256,"31,250",-,Apartment,1,999 yrs from 24/11/1995,2008,Private,247913,10,24,Central Region,Orchard
VIBES @ EAST COAST,"635,000",419.8,"1,513",12 Oct 2021,308 TELOK KURAU ROAD #04-13,Resale,Strata,39,"16,282",-,Apartment,1,Freehold,2014,HDB,423858,15,42,East Region,Bedok
FOURTH AVENUE RESIDENCES,"1,755,000",710.42,"2,470",12 Oct 2021,12 FOURTH AVENUE #05-39,New Sale,Strata,66,"26,591",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,268676,10,26,Central Region,Bukit Timah
THE JOVELL,"1,693,800","1,270.15","1,334",12 Oct 2021,17 FLORA DRIVE #04-24,New Sale,Strata,118,"14,354",-,Condominium,1,99 yrs from 08/03/2018,Uncompleted,N.A,506855,17,50,East Region,Pasir Ris
THE JOVELL,"913,800",645.84,"1,415",12 Oct 2021,23 FLORA DRIVE #02-43,New Sale,Strata,60,"15,230",-,Condominium,1,99 yrs from 08/03/2018,Uncompleted,N.A,506762,17,50,East Region,Pasir Ris
THE FLORENCE RESIDENCES,"1,167,000",635.08,"1,838",12 Oct 2021,85 HOUGANG AVENUE 2 #16-19,New Sale,Strata,59,"19,780",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538861,19,53,North East Region,Hougang
TREASURE AT TAMPINES,"1,523,000","1,033.34","1,474",12 Oct 2021,3 TAMPINES LANE #05-11,New Sale,Strata,96,"15,865",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528483,18,52,East Region,Tampines
NORMANTON PARK,"969,000",527.44,"1,837",12 Oct 2021,47 NORMANTON PARK #10-17,New Sale,Strata,49,"19,776",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,119028,05,11,Central Region,Queenstown
NORMANTON PARK,"1,054,000",559.73,"1,883",12 Oct 2021,53 NORMANTON PARK #04-36,New Sale,Strata,52,"20,269",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117282,05,11,Central Region,Queenstown
NORMANTON PARK,"2,923,000","1,614.6","1,810",12 Oct 2021,55 NORMANTON PARK #08-47,New Sale,Strata,150,"19,487",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117283,05,11,Central Region,Queenstown
NORMANTON PARK,"1,608,000",914.94,"1,757",12 Oct 2021,59 NORMANTON PARK #04-65,New Sale,Strata,85,"18,918",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117285,05,11,Central Region,Queenstown
THE ANTARES,"988,000",602.78,"1,639",12 Oct 2021,19 MATTAR ROAD #01-05,New Sale,Strata,56,"17,643",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,N.A,387728,14,38,Central Region,Geylang
15 HOLLAND HILL,"7,565,910","2,497.25","3,030",12 Oct 2021,15 HOLLAND HILL #08-06,New Sale,Strata,232,"32,612",-,Apartment,1,Freehold,Uncompleted,N.A,278735,10,27,Central Region,Bukit Timah
PARC CLEMATIS,"1,626,000",968.76,"1,678",12 Oct 2021,8D JALAN LEMPENG #23-45,New Sale,Strata,90,"18,067",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128826,05,12,West Region,Clementi
MIDWOOD,"2,115,000","1,248.62","1,694",12 Oct 2021,10 HILLVIEW RISE #24-17,New Sale,Strata,116,"18,233",-,Condominium,1,99 yrs from 01/10/2018,Uncompleted,N.A,667972,23,66,West Region,Bukit Batok
MIDWOOD,"1,234,000",699.66,"1,764",12 Oct 2021,8 HILLVIEW RISE #16-04,New Sale,Strata,65,"18,985",-,Condominium,1,99 yrs from 01/10/2018,Uncompleted,N.A,667971,23,66,West Region,Bukit Batok
MIDWOOD,"909,000",484.38,"1,877",12 Oct 2021,8 HILLVIEW RISE #28-06,New Sale,Strata,45,"20,200",-,Condominium,1,99 yrs from 01/10/2018,Uncompleted,N.A,667971,23,66,West Region,Bukit Batok
DAIRY FARM RESIDENCES,"1,443,200",936.47,"1,541",12 Oct 2021,12 DAIRY FARM LANE #03-40,New Sale,Strata,87,"16,589",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,677615,23,67,West Region,Bukit Panjang
DAIRY FARM RESIDENCES,"1,630,400","1,022.58","1,594",12 Oct 2021,12 DAIRY FARM LANE #04-41,New Sale,Strata,95,"17,162",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,677615,23,67,West Region,Bukit Panjang
DAIRY FARM RESIDENCES,"1,804,600","1,140.98","1,582",12 Oct 2021,6 DAIRY FARM LANE #04-02,New Sale,Strata,106,"17,025",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,677623,23,67,West Region,Bukit Panjang
DAIRY FARM RESIDENCES,"1,436,500",936.47,"1,534",12 Oct 2021,8 DAIRY FARM LANE #02-18,New Sale,Strata,87,"16,511",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,677624,23,67,West Region,Bukit Panjang
DAIRY FARM RESIDENCES,"1,437,900",936.47,"1,535",12 Oct 2021,8 DAIRY FARM LANE #03-19,New Sale,Strata,87,"16,528",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,677624,23,67,West Region,Bukit Panjang
DAIRY FARM RESIDENCES,"1,450,800",936.47,"1,549",12 Oct 2021,8 DAIRY FARM LANE #04-19,New Sale,Strata,87,"16,676",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,677624,23,67,West Region,Bukit Panjang
DAIRY FARM RESIDENCES,"1,117,000",721.19,"1,549",12 Oct 2021,8 DAIRY FARM LANE #01-20,New Sale,Strata,67,"16,672",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,677624,23,67,West Region,Bukit Panjang
FORETT AT BUKIT TIMAH,"974,000",473.62,"2,057",12 Oct 2021,34A TOH TUCK ROAD #02-35,New Sale,Strata,44,"22,136",-,Apartment,1,Freehold,Uncompleted,N.A,596112,21,59,Central Region,Bukit Timah
LEEDON GREEN,"2,226,900",818.06,"2,722",12 Oct 2021,30 LEEDON HEIGHTS #09-23,New Sale,Strata,76,"29,301",-,Condominium,1,Freehold,Uncompleted,N.A,266223,10,26,Central Region,Bukit Timah
CLAVON,"2,173,000","1,280.92","1,696",12 Oct 2021,8 CLEMENTI AVENUE 1 #22-14,New Sale,Strata,119,"18,261",-,Apartment,1,99 yrs from 07/10/2019,Uncompleted,N.A,129964,05,12,West Region,Clementi
IRWELL HILL RESIDENCES,"1,154,000",398.27,"2,898",12 Oct 2021,2 IRWELL HILL #27-06,New Sale,Strata,37,"31,189",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,239588,09,23,Central Region,River Valley
THE WATERGARDENS AT CANBERRA,"1,363,000",958,"1,423",12 Oct 2021,35 CANBERRA DRIVE #02-28,New Sale,Strata,89,"15,315",-,Apartment,1,99 yrs from 08/06/2020,Uncompleted,N.A,769993,27,76,North Region,Sembawang
THE MEZZO,"1,240,000",839.59,"1,477",12 Oct 2021,205 BALESTIER ROAD #12-03,Resale,Strata,78,"15,897",-,Apartment,1,Freehold,2012,Private,329682,12,32,Central Region,Novena
BAYSHORE PARK,"1,280,000","1,173.28","1,091",12 Oct 2021,62 BAYSHORE ROAD #26-04,Resale,Strata,109,"11,743",-,Condominium,1,99 yrs from 17/03/1982,1986,HDB,469983,16,46,East Region,Bedok
WATERFRONT WAVES,"1,500,000","1,248.62","1,201",12 Oct 2021,760 BEDOK RESERVOIR ROAD #06-03,Resale,Strata,116,"12,931",-,Condominium,1,99 yrs from 31/10/2007,2011,HDB,479245,16,47,East Region,Bedok
WATERFRONT KEY,"1,670,000","1,442.38","1,158",12 Oct 2021,772 BEDOK RESERVOIR ROAD #02-09,Resale,Strata,134,"12,463",-,Condominium,1,99 yrs from 31/10/2007,2012,Private,479251,16,47,East Region,Bedok
GRANDEUR PARK RESIDENCES,"756,000",559.73,"1,351",12 Oct 2021,3 BEDOK SOUTH AVENUE 3 #06-15,Resale,Strata,52,"14,538",-,Condominium,1,99 yrs from 25/05/2016,2020,Private,465462,16,46,East Region,Bedok
N.A.,"3,680,000","2,137.73","1,721",12 Oct 2021,37 CRANE ROAD,Resale,Land,198.6,"18,530",-,Terrace House,1,Freehold,1997,Private,429380,15,42,Central Region,Geylang
FERNWOOD TOWERS,"2,600,000","1,636.13","1,589",12 Oct 2021,26 FERNWOOD TERRACE #16-01,Resale,Strata,152,"17,105",-,Condominium,1,Freehold,1994,Private,458555,15,45,East Region,Bedok
THE FLORENTINE,"1,830,000","1,786.82","1,024",12 Oct 2021,68 FLORENCE ROAD #05-02,Resale,Strata,166,"11,024",-,Apartment,1,947 yrs from 05/10/1934,2011,HDB,549555,19,54,North East Region,Hougang
ONE FORT,"1,920,000","1,227.1","1,565",12 Oct 2021,1 FORT ROAD #09-01,Resale,Strata,114,"16,842",-,Condominium,1,Freehold,2005,Private,439069,15,43,Central Region,Kallang
DUO RESIDENCES,"1,340,000",645.84,"2,075",12 Oct 2021,1 FRASER STREET #21-01,Resale,Strata,60,"22,333",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,189350,07,18,Central Region,Downtown Core
PALM GARDENS,"971,000","1,205.57",805,12 Oct 2021,2E HONG SAN WALK #16-08,Resale,Strata,112,"8,670",-,Condominium,1,99 yrs from 12/08/1996,2000,Private,689051,23,68,West Region,Choa Chu Kang
N.A.,"2,660,000","1,640.43","1,622",12 Oct 2021,9 JALAN MAS KUNING,Resale,Land,152.4,"17,454",-,Terrace House,1,Freehold,-,HDB,128702,05,12,West Region,Clementi
EUPHONY GARDENS,"830,000","1,108.69",749,12 Oct 2021,13 JALAN MATA AYER #03-69,Resale,Strata,103,"8,058",-,Condominium,1,99 yrs from 25/02/1998,2001,HDB,759155,27,75,North Region,Mandai
THOMSON THREE,"1,250,000",731.95,"1,708",12 Oct 2021,43 BRIGHT HILL DRIVE #11-13,Resale,Strata,68,"18,382",-,Apartment,1,99 yrs from 07/11/2012,2016,Private,573894,20,57,Central Region,Bishan
